,Item,venfis,venfin,itens,itens_dist,datas,estoque,recencia,revendeu_prox_mes,ref_prev
99,32ER070M ER D=7,2,36.73,1,1,28.0,0.0,385,0,2022-03-01
100,32ER070M ER D=7,30,38.98,1,1,28.0,0.0,225,0,2022-03-01
101,32ER070M ER D=7,2,80.55,2,1,56.0,0.0,278,0,2022-03-01
102,32ER070M ER D=7,1,42.23,1,1,28.0,0.0,36,0,2022-03-01
103,32ER080M ER D=8,3,36.73,1,1,28.0,0.0,385,1,2022-03-01
104,32ER080M ER D=8,30,38.98,1,1,28.0,0.0,225,1,2022-03-01
105,32ER080M ER D=8,4,80.55,2,1,56.0,0.0,278,1,2022-03-01
106,32ER080M ER D=8,3,89.34,2,1,60.0,0.0,169,1,2022-03-01
107,32ER080M ER D=8,1,42.23,1,1,28.0,0.0,36,1,2022-03-01
108,32ER090M ER D=9,2,43.67,1,1,28.0,0.0,327,0,2022-03-01
109,32ER090M ER D=9,2,36.73,1,1,28.0,0.0,385,0,2022-03-01
110,32ER090M ER D=9,30,38.98,1,1,28.0,0.0,225,0,2022-03-01
111,32ER090M ER D=9,1,39.94,1,1,28.0,0.0,288,0,2022-03-01
112,32ER090M ER D=9,2,46.29,1,1,28.0,0.0,105,0,2022-03-01
113,32ER100M ER D=10,3,36.73,1,1,28.0,0.0,385,0,2022-03-01
114,32ER100M ER D=10,30,38.98,1,1,28.0,0.0,225,0,2022-03-01
115,32ER100M ER D=10,5,80.55,2,1,56.0,0.0,278,0,2022-03-01
116,32ER100M ER D=10,2,48.73,1,1,32.0,0.0,169,0,2022-03-01
117,32ER110M ER D=11,2,36.73,1,1,28.0,0.0,385,0,2022-03-01
118,32ER110M ER D=11,30,38.98,1,1,28.0,0.0,225,0,2022-03-01
119,32ER110M ER D=11,1,39.94,1,1,28.0,0.0,288,0,2022-03-01
120,32ER120M ER D=12,2,36.73,1,1,28.0,0.0,385,0,2022-03-01
121,32ER120M ER D=12,30,38.98,1,1,28.0,0.0,225,0,2022-03-01
122,32ER120M ER D=12,2,80.55,2,1,56.0,0.0,278,0,2022-03-01
123,32ER130M ER D=13,1,39.94,1,1,28.0,1.0,232,0,2022-03-01
124,32ER140M ER D=14,2,36.73,1,1,28.0,0.0,385,0,2022-03-01
125,32ER150M ER D=15,1,36.73,1,1,28.0,0.0,385,0,2022-03-01
126,32ER150M ER D=15,1,39.94,1,1,28.0,1.0,232,0,2022-03-01
127,32ER160M ER D=16,3,36.73,1,1,28.0,0.0,385,1,2022-03-01
128,32ER160M ER D=16,1,40.71,1,1,28.0,1.0,337,1,2022-03-01
129,32ER170M ER D=17,1,39.94,1,1,28.0,1.0,232,0,2022-03-01
130,32ER180M ER D=18,5,39.94,1,1,28.0,0.0,295,0,2022-03-01
131,32ER190M ER D=19,4,39.94,1,1,28.0,4.0,232,0,2022-03-01
132,32ER200M ER D=20,2,79.88,2,1,56.0,0.0,222,1,2022-03-01
133,40000400T014 ESF 4C 30° D=4X4X50X12,1,61.99,1,1,28.0,2.0,211,0,2022-03-01
134,40000400T014 ESF 4C 30° D=4X4X50X12,2,61.99,1,1,28.0,0.0,90,0,2022-03-01
135,40000400T014 ESF 4C 30° D=4X4X50X12,2,95435.0,1,1,28.0,3.0,214,0,2022-03-01
136,40000400T014 ESF 4C 30° D=4X4X50X12,1,61.99,1,1,28.0,2.0,181,0,2022-03-01
137,40010150T005.. ESF 2C 30° D=1.5X3X38X5 *,2,76.7,1,1,28.0,1.0,365,0,2022-03-01
138,40010200T006.. ESF 2C 30° D=2X3X38X6 *,2,76.72,1,1,28.0,2.0,334,0,2022-03-01
139,40010200T006.. ESF 2C 30° D=2X3X38X6 *,1,69.41,1,1,28.0,0.0,90,0,2022-03-01
140,40010200T006.. ESF 2C 30° D=2X3X38X6 *,3,76.72,1,1,28.0,4.0,393,0,2022-03-01
141,40010200T006.. ESF 2C 30° D=2X3X38X6 *,1,69.41,1,1,28.0,1.0,123,0,2022-03-01
142,40010400T012.. ESF 2C 30° D=4X4X50X12 *,1,61.99,1,1,28.0,0.0,211,0,2022-03-01
143,40010400T012.. ESF 2C 30° D=4X4X50X12 *,1,71.58,1,1,28.0,3.0,244,0,2022-03-01
144,40010800T020.. ESF 2C 30° D=8X8X63X20 *,1,142.15,1,1,28.0,4.0,299,1,2022-03-01
145,40011000T022.. ESF 2C 30° D=10X10X76X22 *,2,211.73,1,1,28.0,3.0,32,0,2022-03-01
146,40011200T025.. ESF 2C 30° D=12X12X76X25 *,1,216.64,1,1,28.0,9.0,153,0,2022-03-01
147,40020300T019 RETA 2C 30° D=3X3X63X19,2,130.0,2,1,60.0,8.0,288,0,2022-03-01
148,40020300T019 RETA 2C 30° D=3X3X63X19,4,159.76,2,1,56.0,0.0,15,0,2022-03-01
149,40020400T019 RETA 2C 30° D=4X4X63X19,1,89.27,1,1,0.0,1.0,315,0,2022-03-01
150,40020500T014 RETA 2C 30° D=5X6X50X14,1,97.8,1,1,28.0,0.0,228,0,2022-03-01
151,40020800T028 RETA 2C 30° D=8X8X28X76,1,133.44,1,1,28.0,0.0,173,0,2022-03-01
152,40020800T028S RETA 2C 30° D=8X8X76X28,2,128.5,1,1,28.0,0.0,112,0,2022-03-01
153,40021200T045 RETA 2C 30° D=12X12X100X45,1,224.95,1,1,28.0,3.0,229,0,2022-03-01
154,40021600T056 RETA 2C 30° D=16X16X110X56,1,410.0,1,1,28.0,1.0,256,0,2022-03-01
155,40040100T004 RETA 4C 30° D=1X3X38X4,1,53.93,1,1,28.0,7.0,109,0,2022-03-01
156,40040150T004.. RETA 4C 30° D=1.5X3X38X4 *,4,45.31,1,1,28.0,4.0,181,0,2022-03-01
157,40040200T006.. RETA 4C 30° D=2X3X38X6 *,2,63.92,1,1,28.0,3.0,334,0,2022-03-01
158,40040200T006.. RETA 4C 30° D=2X3X38X6 *,1,73.0,1,1,0.0,0.0,256,0,2022-03-01
159,40040200T006.. RETA 4C 30° D=2X3X38X6 *,2,63.92,1,1,28.0,1.0,274,0,2022-03-01
160,40040250T006.. RETA 4C 30° D=2.5X3X38X6 *,6,69.25,1,1,28.0,2.0,379,0,2022-03-01
161,40040250T006.. RETA 4C 30° D=2.5X3X38X6 *,2,53.27,1,1,28.0,0.0,15,0,2022-03-01
162,"40040300T009R050 TIALN TORO 4C D=3X3X9,5X38 R0.5",2,84.39,1,1,28.0,0.0,334,0,2022-03-01
163,40040350T012 RETA 4C 30° D=3.5X4X50X12,1,95.76,1,1,0.0,0.0,181,0,2022-03-01
164,40040450T014 RETA 4C 30° D=4.5X5X50X14,1,70.0,1,1,28.0,0.0,384,0,2022-03-01
165,40040600T016R050 TIALN TORO 4C D=6X6X16X50 R0.5,2,54.41,1,1,28.0,0.0,92,0,2022-03-01
166,40040600T016R100 TIALN TORO 4C D=6X6X16X50 R1.0,1,89.72,1,1,28.0,0.0,211,0,2022-03-01
167,401014014RT ESF 4C 30° D=14X14X63X20,2,130.0,1,1,28.0,5.0,182,0,2022-03-01
168,401014014RT ESF 4C 30° D=14X14X63X20,2,260.0,2,1,56.0,7.0,216,0,2022-03-01
169,40110600T028 ESF 2C 30° D=6X6X76X28,2,136.64,1,1,28.0,0.0,320,0,2022-03-01
170,40111000T032.. ESF 2C 30° D=10X10X89X32 *,2,277.23,1,1,28.0,1.0,39,0,2022-03-01
171,40120400T031 RETA 2C 30° D=4X4X75X31,1,90.0,1,1,30.0,9.0,393,0,2022-03-01
172,40120600T038 RETA 2C 30° D=6X6X100X38,1,108.5,1,1,28.0,5.0,386,0,2022-03-01
173,40120600T038 RETA 2C 30° D=6X6X100X38,5,54.25,1,1,28.0,0.0,92,0,2022-03-01
174,40120800T041 RETA 2C 30° D=8X8X100X41,1,125.0,1,1,28.0,0.0,337,0,2022-03-01
175,40140600T028R100 TIALN TORO 4C D=6X6X28X75 R1.0,5,57.83,1,1,28.0,3.0,92,1,2022-03-01
176,40240500T031 RETA 4C 30° D=5X5X100X31,1,115.0,1,1,30.0,5.0,155,0,2022-03-01
177,40240500T031 RETA 4C 30° D=5X5X100X31,1,56.38,1,1,28.0,4.0,40,0,2022-03-01
178,40241600T075 RETA 4C 30° D=16X16X150X75,1,353.51,1,1,28.0,1.0,92,0,2022-03-01
179,40241600T075 RETA 4C 30° D=16X16X150X75,1,589.0,1,1,28.0,0.0,28,0,2022-03-01
180,40ER030M ER D=3,2,57.07,1,1,28.0,2.0,190,1,2022-03-01
181,40ER030M ER D=3,4,57068.0,1,1,28.0,0.0,223,1,2022-03-01
182,40ER040M ER D=4,1,52.0,1,1,28.0,0.0,225,1,2022-03-01
183,40ER040M ER D=4,1,57.07,1,1,0.0,0.0,97,1,2022-03-01
184,40ER040M ER D=4,1,62.26,1,1,28.0,0.0,1,1,2022-03-01
185,40ER050M ER D=5,1,51.83,1,1,28.0,0.0,378,1,2022-03-01
186,40ER050M ER D=5,1,56.05,1,1,28.0,0.0,337,1,2022-03-01
187,40ER050M ER D=5,2,54.21,1,1,28.0,0.0,41,1,2022-03-01
188,40ER060M ER D=6,3,56.05,1,1,28.0,0.0,323,1,2022-03-01
189,40ER060M ER D=6,1,57.07,1,1,28.0,0.0,190,1,2022-03-01
190,40ER060M ER D=6,2,52.0,1,1,28.0,0.0,225,1,2022-03-01
191,40ER060M ER D=6,2,44.66,1,1,28.0,0.0,365,1,2022-03-01
192,40ER060M ER D=6,4,591546.14,3,1,60.0,1.0,97,1,2022-03-01
193,40ER060M ER D=6,2,57.07,1,1,28.0,0.0,169,1,2022-03-01
194,40ER060M ER D=6,1,62.26,1,1,28.0,0.0,1,1,2022-03-01
195,40ER060M ER D=6,2,54.21,1,1,28.0,0.0,41,1,2022-03-01
196,40ER070M ER D=7,3,56.05,1,1,28.0,0.0,295,1,2022-03-01
197,40ER080M ER D=8,4,104.62,2,1,56.0,0.0,316,1,2022-03-01
198,40ER080M ER D=8,1,57.07,1,1,28.0,0.0,190,1,2022-03-01
199,40ER080M ER D=8,2,57068.0,1,1,28.0,0.0,223,1,2022-03-01
200,40ER080M ER D=8,3,100.71,2,1,56.0,0.0,337,1,2022-03-01
201,40ER080M ER D=8,2,114.14,2,1,32.0,1.0,97,1,2022-03-01
202,40ER080M ER D=8,1,62.26,1,1,28.0,0.0,1,1,2022-03-01
203,40ER080M ER D=8,4,111.28,2,1,56.0,0.0,41,1,2022-03-01
204,40ER090M ER D=9,1,56.05,1,1,28.0,0.0,337,1,2022-03-01
205,40ER100M ER D=10,7,153.12,3,1,91.0,0.0,309,1,2022-03-01
206,40ER100M ER D=10,2,57.07,1,1,28.0,0.0,190,1,2022-03-01
207,40ER100M ER D=10,4,57068.0,1,1,28.0,0.0,223,1,2022-03-01
208,40ER100M ER D=10,2,44.66,1,1,28.0,0.0,365,1,2022-03-01
209,40ER100M ER D=10,1,57.07,1,1,32.0,1.0,99,1,2022-03-01
210,40ER100M ER D=10,1,62.26,1,1,28.0,0.0,1,1,2022-03-01
211,40ER100M ER D=10,5,111.28,2,1,56.0,0.0,41,1,2022-03-01
212,40ER110M ER D=11,1,54.21,1,1,28.0,0.0,41,1,2022-03-01
213,40ER120M ER D=12,7,153.12,3,1,91.0,0.0,309,0,2022-03-01
214,40ER120M ER D=12,4,114.14,2,1,56.0,3.0,190,0,2022-03-01
215,40ER120M ER D=12,2,57068.0,1,1,28.0,0.0,223,0,2022-03-01
216,40ER120M ER D=12,2,44.66,1,1,28.0,0.0,365,0,2022-03-01
217,40ER120M ER D=12,1,57.07,1,1,0.0,2.0,97,0,2022-03-01
218,40ER120M ER D=12,1,62.26,1,1,28.0,0.0,1,0,2022-03-01
219,40ER120M ER D=12,3,111.28,2,1,56.0,0.0,41,0,2022-03-01
220,40ER130M ER D=13,2,57.07,1,1,28.0,0.0,190,0,2022-03-01
221,40ER130M ER D=13,2,57.07,1,1,28.0,0.0,78,0,2022-03-01
222,40ER140M ER D=14,2,57068.0,1,1,28.0,1.0,223,0,2022-03-01
223,40ER140M ER D=14,1,62.26,1,1,28.0,0.0,1,0,2022-03-01
224,40ER150M ER D=15,1,57.07,1,1,28.0,0.0,190,0,2022-03-01
225,40ER150M ER D=15,1,54.21,1,1,28.0,0.0,41,0,2022-03-01
226,40ER160M ER D=16,5,99.88,2,1,95.0,0.0,309,0,2022-03-01
227,40ER160M ER D=16,2,57.07,1,1,28.0,2.0,190,0,2022-03-01
228,40ER160M ER D=16,3,57120.0,2,1,56.0,0.0,223,0,2022-03-01
229,40ER160M ER D=16,2,44.66,1,1,28.0,0.0,365,0,2022-03-01
230,40ER160M ER D=16,1,62.26,1,1,28.0,1.0,1,0,2022-03-01
231,40ER170M ER D=17,1,57.07,1,1,28.0,0.0,190,1,2022-03-01
232,40ER200M ER D=20,5,99.88,2,1,95.0,0.0,309,1,2022-03-01
233,40ER200M ER D=20,2,57.07,1,1,28.0,0.0,78,1,2022-03-01
234,40ER200M ER D=20,2,591432.0,1,1,28.0,0.0,105,1,2022-03-01
235,40ER200M ER D=20,1,54.21,1,1,28.0,0.0,41,1,2022-03-01
236,40ER240M ER D=24,2,57.07,1,1,28.0,0.0,78,0,2022-03-01
237,40ER250M ER D=25,9,158.83,3,1,123.0,0.0,309,0,2022-03-01
238,40ER250M ER D=25,3,100.71,2,1,56.0,0.0,337,0,2022-03-01
239,4NKT060308R-M AX325U,40,92.4,2,1,56.0,40.0,182,0,2022-03-01
240,4NKT060308R-M AX325U,20,46.2,1,1,28.0,18.0,69,0,2022-03-01
241,4NKT060308R-M AX325U,20,46.2,1,1,28.0,0.0,237,0,2022-03-01
242,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,246,0,2022-03-01
243,4NKT060308R-M AX325U,30,92.4,2,1,56.0,0.0,293,0,2022-03-01
244,4NKT060308R-M AX325U,10,46.2,1,1,28.0,0.0,335,0,2022-03-01
245,4NKT060308R-M AX325U,30,82.43,2,1,56.0,30.0,92,0,2022-03-01
246,4NKT060308R-M AX325U,47,82.43,2,1,56.0,23.0,123,0,2022-03-01
247,5322.270.01 CALÇO VBMT16,2,28.0,1,1,28.0,0.0,180,0,2022-03-01
248,5322.365.11 CALCO SIR/SIL 22,2,33.12,1,1,0.0,0.0,76,0,2022-03-01
249,5512.032.02 PARAFUSO SIR/SIL 22,2,22.69,1,1,0.0,0.0,76,0,2022-03-01
250,5513.020.01 CALÇO VBMT16,2,10.5,1,1,28.0,0.0,43,0,2022-03-01
251,"5513.020.18 (M4X0,5 - T15) P/ SIR/SIL 22",2,19.97,1,1,0.0,11.0,76,0,2022-03-01
252,5513.020.25.1 PARAFUSO (M4X12),1,4.43,1,1,28.0,0.0,379,0,2022-03-01
253,715110004RT ESF 2C 15° D=10X10X76X10,1,295.0,1,1,28.0,0.0,334,0,2022-03-01
254,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,269.0,1,1,32.0,0.0,323,0,2022-03-01
255,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,268.45,1,1,32.0,0.0,379,0,2022-03-01
256,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",2,275.0,1,1,32.0,0.0,260,0,2022-03-01
257,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",1,269.0,1,1,32.0,0.0,337,0,2022-03-01
258,"ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6)",2,550.0,2,1,64.0,0.0,174,0,2022-03-01
259,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,336.87,1,1,28.0,0.0,232,1,2022-03-01
260,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,320.0,1,1,28.0,0.0,274,1,2022-03-01
261,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,310.1,1,1,28.0,0.0,99,1,2022-03-01
262,"ADAPTADOR PARA MANDRIL TAM. 1 -  7,00 X  5,50 - (M10 - G1/8 - 1/4 - 3/8)",1,320.0,1,1,28.0,0.0,173,1,2022-03-01
263,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,269.0,1,1,32.0,0.0,323,1,2022-03-01
264,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,268.44,1,1,32.0,0.0,379,1,2022-03-01
265,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",2,275.0,1,1,32.0,0.0,260,1,2022-03-01
266,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,269.0,1,1,32.0,0.0,337,1,2022-03-01
267,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",1,338.29,1,1,28.0,0.0,133,1,2022-03-01
268,"ADAPTADOR PARA MANDRIL TAM. 1 -  8,00 X  6,20 - (M8 - 5/16 - 7/16)",2,550.0,2,1,64.0,0.0,174,1,2022-03-01
269,"ADAPTADOR PARA MANDRIL TAM. 1 - 10,00 X  8,00 - (M10)",2,275.0,1,1,32.0,0.0,260,0,2022-03-01
270,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,269.0,1,1,32.0,0.0,323,0,2022-03-01
271,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,275.0,1,1,32.0,0.0,204,0,2022-03-01
272,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,268.44,1,1,32.0,0.0,379,0,2022-03-01
273,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",3,550.0,2,1,64.0,0.0,246,0,2022-03-01
274,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,269.0,1,1,32.0,0.0,337,0,2022-03-01
275,"ADAPTADOR PARA MANDRIL TAM. 1 - 11,00 X  9,00 - (M14 - G1/4 - 9/16)",1,338.29,1,1,28.0,1.0,133,0,2022-03-01
276,"ADAPTADOR PARA MANDRIL TAM. 1 - 4,00 X 3,00 - (M3,5 - M4)",1,0.01,1,1,0.0,0.0,130,0,2022-03-01
277,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,269.0,1,1,32.0,0.0,323,1,2022-03-01
278,"ADAPTADOR PARA MANDRIL TAM. 1 - 9,00 X 7,00 - (M12 - 3/8 - 1/2)",1,275.0,1,1,32.0,0.0,204,1,2022-03-01
